  0.000000  1.000000  0.000000  0.000000
  0.500000  0.948602 -0.235114  0.010133
  1.000000  0.776765 -0.440712  0.011567
  1.500000  0.521971 -0.563004  0.010143
  2.000000  0.230885 -0.584366  0.006994
  2.500000 -0.045389 -0.505541  0.002995
  3.000000 -0.261053 -0.346633  0.001001
  3.500000 -0.384365 -0.142719  0.004238
  4.000000 -0.403317  0.063760  0.006167
  4.500000 -0.327080  0.232004  0.006538
  5.000000 -0.183018  0.331263  0.005421
  5.500000 -0.010028  0.346855  0.003184
  6.000000  0.150251  0.282535  0.000394
  6.500000  0.262395  0.158821  0.002300
  7.000000  0.304394  0.007747  0.004315
  7.500000  0.271583 -0.134672  0.005243
  8.000000  0.176588 -0.236548  0.004937
  8.500000  0.045465 -0.276977  0.003526
  9.000000 -0.088958 -0.250160  0.001375
  9.500000 -0.194928 -0.165975  0.000999
 10.000000 -0.248990 -0.046988  0.248990
