  0.000000  1.000000  0.000000  0.000000
  0.500000  0.865153  0.042826  0.073317
  1.000000  0.795613 -0.284955  0.030416
  1.500000  0.599002 -0.474465  0.087174
  2.000000  0.335917 -0.554669  0.112026
  2.500000  0.060790 -0.527227  0.109174
  3.000000 -0.175812 -0.407211  0.084240
  3.500000 -0.334857 -0.225087  0.045271
  4.000000 -0.395390 -0.021339  0.001760
  4.500000 -0.357515  0.161789  0.036973
  5.000000 -0.241048  0.288947  0.063452
  5.500000 -0.080185  0.338665  0.073341
  6.000000  0.084574  0.307160  0.066072
  6.500000  0.215407  0.208203  0.044688
  7.000000  0.285103  0.069205  0.014976
  7.500000  0.282266 -0.075489  0.015927
  8.000000  0.212774 -0.192521  0.041123
  8.500000  0.097351 -0.256860  0.055412
  9.000000 -0.034031 -0.256943  0.056302
  9.500000 -0.149532 -0.196562  0.044396
 10.000000 -0.222849 -0.093208  0.222849
